control_id,screen,control,intended_behavior,implementation_target,persisted_data,required_permission,offline_behavior,error_behavior,verification_test,status
GOV-003,Governance,Personal Red warning,"`Personal Red warning` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.","server-owned EDENA, stop and lifecycle policy engine","For `Personal Red warning`: tier, independent stop, artifact hash, policy version and content-free transition receipt.",P0 policy evaluation; human review cannot enable an absent executor,"For `Personal Red warning`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Personal Red warning`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","GOV-003: exercise the valid `Personal Red warning` path and inspect its state; then run forbidden lifecycle skip, nonwaivable stop override, MRREF completion attempt and changed-artifact replay. Required result: unsafe transition denied; state remains at or before Approved Plan and external-action state remains Off. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
GOV-004,Governance,Clean fictional restart only,"`Clean fictional restart only` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.","server-owned EDENA, stop and lifecycle policy engine","For `Clean fictional restart only`: tier, independent stop, artifact hash, policy version and content-free transition receipt.",P0 policy evaluation; human review cannot enable an absent executor,"For `Clean fictional restart only`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Clean fictional restart only`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","GOV-004: exercise the valid `Clean fictional restart only` path and inspect its state; then run forbidden lifecycle skip, nonwaivable stop override, MRREF completion attempt and changed-artifact replay. Required result: unsafe transition denied; state remains at or before Approved Plan and external-action state remains Off. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
GOV-005,Governance,Institutional Red enforcement,"`Institutional Red enforcement` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.","server-owned EDENA, stop and lifecycle policy engine","For `Institutional Red enforcement`: tier, independent stop, artifact hash, policy version and content-free transition receipt.",P0 policy evaluation; human review cannot enable an absent executor,"For `Institutional Red enforcement`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Institutional Red enforcement`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","GOV-005: exercise the valid `Institutional Red enforcement` path and inspect its state; then run forbidden lifecycle skip, nonwaivable stop override, MRREF completion attempt and changed-artifact replay. Required result: unsafe transition denied; state remains at or before Approved Plan and external-action state remains Off. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
GOV-006,Governance,Artifact lifecycle reference vocabulary with post-Approved-Plan states unreachable,"`Artifact lifecycle reference vocabulary with post-Approved-Plan states unreachable` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.","server-owned EDENA, stop and lifecycle policy engine","For `Artifact lifecycle reference vocabulary with post-Approved-Plan states unreachable`: tier, independent stop, artifact hash, policy version and content-free transition receipt.",P0 policy evaluation; human review cannot enable an absent executor,"For `Artifact lifecycle reference vocabulary with post-Approved-Plan states unreachable`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Artifact lifecycle reference vocabulary with post-Approved-Plan states unreachable`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","GOV-006: exercise the valid `Artifact lifecycle reference vocabulary with post-Approved-Plan states unreachable` path and inspect its state; then run forbidden lifecycle skip, nonwaivable stop override, MRREF completion attempt and changed-artifact replay. Required result: unsafe transition denied; state remains at or before Approved Plan and external-action state remains Off. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
GOV-007,Governance,Approved Plan is human review,"`Approved Plan is human review` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.","server-owned EDENA, stop and lifecycle policy engine","For `Approved Plan is human review`: tier, independent stop, artifact hash, policy version and content-free transition receipt.",P0 policy evaluation; human review cannot enable an absent executor,"For `Approved Plan is human review`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Approved Plan is human review`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","GOV-007: exercise the valid `Approved Plan is human review` path and inspect its state; then run forbidden lifecycle skip, nonwaivable stop override, MRREF completion attempt and changed-artifact replay. Required result: unsafe transition denied; state remains at or before Approved Plan and external-action state remains Off. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
GOV-008,Governance,Authorized Execution is unreachable and always external accountable human only,"`Authorized Execution is unreachable and always external accountable human only` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.","server-owned EDENA, stop and lifecycle policy engine","For `Authorized Execution is unreachable and always external accountable human only`: tier, independent stop, artifact hash, policy version and content-free transition receipt.",P0 policy evaluation; human review cannot enable an absent executor,"For `Authorized Execution is unreachable and always external accountable human only`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Authorized Execution is unreachable and always external accountable human only`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","GOV-008: exercise the valid `Authorized Execution is unreachable and always external accountable human only` path and inspect its state; then run forbidden lifecycle skip, nonwaivable stop override, MRREF completion attempt and changed-artifact replay. Required result: unsafe transition denied; state remains at or before Approved Plan and external-action state remains Off. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
GOV-009,Governance,Completed Action is unreachable and MRREF cannot advance it,"`Completed Action is unreachable and MRREF cannot advance it` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.","server-owned EDENA, stop and lifecycle policy engine","For `Completed Action is unreachable and MRREF cannot advance it`: tier, independent stop, artifact hash, policy version and content-free transition receipt.",P0 policy evaluation; human review cannot enable an absent executor,"For `Completed Action is unreachable and MRREF cannot advance it`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Completed Action is unreachable and MRREF cannot advance it`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","GOV-009: exercise the valid `Completed Action is unreachable and MRREF cannot advance it` path and inspect its state; then run forbidden lifecycle skip, nonwaivable stop override, MRREF completion attempt and changed-artifact replay. Required result: unsafe transition denied; state remains at or before Approved Plan and external-action state remains Off. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
GOV-010,Governance,Separate action-state vocabulary,"`Separate action-state vocabulary` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.","server-owned EDENA, stop and lifecycle policy engine","For `Separate action-state vocabulary`: tier, independent stop, artifact hash, policy version and content-free transition receipt.",P0 policy evaluation; human review cannot enable an absent executor,"For `Separate action-state vocabulary`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Separate action-state vocabulary`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","GOV-010: exercise the valid `Separate action-state vocabulary` path and inspect its state; then run forbidden lifecycle skip, nonwaivable stop override, MRREF completion attempt and changed-artifact replay. Required result: unsafe transition denied; state remains at or before Approved Plan and external-action state remains Off. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
GOV-011,Governance,Material change invalidates approval,"`Material change invalidates approval` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.","server-owned EDENA, stop and lifecycle policy engine","For `Material change invalidates approval`: tier, independent stop, artifact hash, policy version and content-free transition receipt.",P0 policy evaluation; human review cannot enable an absent executor,"For `Material change invalidates approval`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Material change invalidates approval`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","GOV-011: exercise the valid `Material change invalidates approval` path and inspect its state; then run forbidden lifecycle skip, nonwaivable stop override, MRREF completion attempt and changed-artifact replay. Required result: unsafe transition denied; state remains at or before Approved Plan and external-action state remains Off. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
GOV-012,Governance,QI/research determination stays human,"`QI/research determination stays human` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.","server-owned EDENA, stop and lifecycle policy engine","For `QI/research determination stays human`: tier, independent stop, artifact hash, policy version and content-free transition receipt.",P0 policy evaluation; human review cannot enable an absent executor,"For `QI/research determination stays human`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `QI/research determination stays human`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","GOV-012: exercise the valid `QI/research determination stays human` path and inspect its state; then run forbidden lifecycle skip, nonwaivable stop override, MRREF completion attempt and changed-artifact replay. Required result: unsafe transition denied; state remains at or before Approved Plan and external-action state remains Off. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
GOV-013,Governance,Supervision credential and competence status stay unverified,"`Supervision credential and competence status stay unverified` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.","server-owned EDENA, stop and lifecycle policy engine","For `Supervision credential and competence status stay unverified`: tier, independent stop, artifact hash, policy version and content-free transition receipt.",P0 policy evaluation; human review cannot enable an absent executor,"For `Supervision credential and competence status stay unverified`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Supervision credential and competence status stay unverified`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","GOV-013: exercise the valid `Supervision credential and competence status stay unverified` path and inspect its state; then run forbidden lifecycle skip, nonwaivable stop override, MRREF completion attempt and changed-artifact replay. Required result: unsafe transition denied; state remains at or before Approved Plan and external-action state remains Off. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
GOV-014,Governance,Evidence is not local policy or attending agreement,"`Evidence is not local policy or attending agreement` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.","server-owned EDENA, stop and lifecycle policy engine","For `Evidence is not local policy or attending agreement`: tier, independent stop, artifact hash, policy version and content-free transition receipt.",P0 policy evaluation; human review cannot enable an absent executor,"For `Evidence is not local policy or attending agreement`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Evidence is not local policy or attending agreement`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","GOV-014: exercise the valid `Evidence is not local policy or attending agreement` path and inspect its state; then run forbidden lifecycle skip, nonwaivable stop override, MRREF completion attempt and changed-artifact replay. Required result: unsafe transition denied; state remains at or before Approved Plan and external-action state remains Off. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
GOV-015,Governance,No evaluation ranking prediction surveillance or coercion,"`No evaluation ranking prediction surveillance or coercion` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.","server-owned EDENA, stop and lifecycle policy engine","For `No evaluation ranking prediction surveillance or coercion`: tier, independent stop, artifact hash, policy version and content-free transition receipt.",P0 policy evaluation; human review cannot enable an absent executor,"For `No evaluation ranking prediction surveillance or coercion`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `No evaluation ranking prediction surveillance or coercion`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","GOV-015: exercise the valid `No evaluation ranking prediction surveillance or coercion` path and inspect its state; then run forbidden lifecycle skip, nonwaivable stop override, MRREF completion attempt and changed-artifact replay. Required result: unsafe transition denied; state remains at or before Approved Plan and external-action state remains Off. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
GOV-016,Governance,No clinical institutional QI research or communication execution path,"`No clinical institutional QI research or communication execution path` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.","server-owned EDENA, stop and lifecycle policy engine","For `No clinical institutional QI research or communication execution path`: tier, independent stop, artifact hash, policy version and content-free transition receipt.",P0 policy evaluation; human review cannot enable an absent executor,"For `No clinical institutional QI research or communication execution path`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `No clinical institutional QI research or communication execution path`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","GOV-016: exercise the valid `No clinical institutional QI research or communication execution path` path and inspect its state; then run forbidden lifecycle skip, nonwaivable stop override, MRREF completion attempt and changed-artifact replay. Required result: unsafe transition denied; state remains at or before Approved Plan and external-action state remains Off. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
MISSION-001,Mission loop,Create mission,"`Create mission` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",transactional mission and five-stage loop service,"For `Create mission`: admitted mission state, versions, measures, stage history and tombstone.",authenticated owner; P0 local workflow,"For `Create mission`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Create mission`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","MISSION-001: exercise the valid `Create mission` path and inspect its state; then run invalid stage skip, concurrent edit, downstream-stale and delete/reopen fixture. Required result: atomic valid transition or rollback to prior version with downstream approvals invalidated. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
MISSION-002,Mission loop,Edit mission,"`Edit mission` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",transactional mission and five-stage loop service,"For `Edit mission`: admitted mission state, versions, measures, stage history and tombstone.",authenticated owner; P0 local workflow,"For `Edit mission`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Edit mission`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","MISSION-002: exercise the valid `Edit mission` path and inspect its state; then run invalid stage skip, concurrent edit, downstream-stale and delete/reopen fixture. Required result: atomic valid transition or rollback to prior version with downstream approvals invalidated. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
MISSION-003,Mission loop,Archive mission,"`Archive mission` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",transactional mission and five-stage loop service,"For `Archive mission`: admitted mission state, versions, measures, stage history and tombstone.",authenticated owner; P0 local workflow,"For `Archive mission`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Archive mission`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","MISSION-003: exercise the valid `Archive mission` path and inspect its state; then run invalid stage skip, concurrent edit, downstream-stale and delete/reopen fixture. Required result: atomic valid transition or rollback to prior version with downstream approvals invalidated. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
MISSION-004,Mission loop,Restore mission,"`Restore mission` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",transactional mission and five-stage loop service,"For `Restore mission`: admitted mission state, versions, measures, stage history and tombstone.",authenticated owner; P0 local workflow,"For `Restore mission`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Restore mission`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","MISSION-004: exercise the valid `Restore mission` path and inspect its state; then run invalid stage skip, concurrent edit, downstream-stale and delete/reopen fixture. Required result: atomic valid transition or rollback to prior version with downstream approvals invalidated. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
MISSION-005,Mission loop,Delete mission,"`Delete mission` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",transactional mission and five-stage loop service,"For `Delete mission`: admitted mission state, versions, measures, stage history and tombstone.",authenticated owner; P0 local workflow,"For `Delete mission`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Delete mission`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","MISSION-005: exercise the valid `Delete mission` path and inspect its state; then run invalid stage skip, concurrent edit, downstream-stale and delete/reopen fixture. Required result: atomic valid transition or rollback to prior version with downstream approvals invalidated. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
MISSION-006,Mission loop,Assess stage,"`Assess stage` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",transactional mission and five-stage loop service,"For `Assess stage`: admitted mission state, versions, measures, stage history and tombstone.",authenticated owner; P0 local workflow,"For `Assess stage`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Assess stage`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","MISSION-006: exercise the valid `Assess stage` path and inspect its state; then run invalid stage skip, concurrent edit, downstream-stale and delete/reopen fixture. Required result: atomic valid transition or rollback to prior version with downstream approvals invalidated. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
MISSION-007,Mission loop,Define stage never clinical diagnosis,"`Define stage never clinical diagnosis` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",transactional mission and five-stage loop service,"For `Define stage never clinical diagnosis`: admitted mission state, versions, measures, stage history and tombstone.",authenticated owner; P0 local workflow,"For `Define stage never clinical diagnosis`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Define stage never clinical diagnosis`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","MISSION-007: exercise the valid `Define stage never clinical diagnosis` path and inspect its state; then run invalid stage skip, concurrent edit, downstream-stale and delete/reopen fixture. Required result: atomic valid transition or rollback to prior version with downstream approvals invalidated. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
MISSION-008,Mission loop,Plan stage,"`Plan stage` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",transactional mission and five-stage loop service,"For `Plan stage`: admitted mission state, versions, measures, stage history and tombstone.",authenticated owner; P0 local workflow,"For `Plan stage`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Plan stage`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","MISSION-008: exercise the valid `Plan stage` path and inspect its state; then run invalid stage skip, concurrent edit, downstream-stale and delete/reopen fixture. Required result: atomic valid transition or rollback to prior version with downstream approvals invalidated. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
MISSION-009,Mission loop,Implement preparation stage,"`Implement preparation stage` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",transactional mission and five-stage loop service,"For `Implement preparation stage`: admitted mission state, versions, measures, stage history and tombstone.",authenticated owner; P0 local workflow,"For `Implement preparation stage`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Implement preparation stage`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","MISSION-009: exercise the valid `Implement preparation stage` path and inspect its state; then run invalid stage skip, concurrent edit, downstream-stale and delete/reopen fixture. Required result: atomic valid transition or rollback to prior version with downstream approvals invalidated. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
MISSION-010,Mission loop,Evaluate stage,"`Evaluate stage` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",transactional mission and five-stage loop service,"For `Evaluate stage`: admitted mission state, versions, measures, stage history and tombstone.",authenticated owner; P0 local workflow,"For `Evaluate stage`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Evaluate stage`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","MISSION-010: exercise the valid `Evaluate stage` path and inspect its state; then run invalid stage skip, concurrent edit, downstream-stale and delete/reopen fixture. Required result: atomic valid transition or rollback to prior version with downstream approvals invalidated. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
MISSION-011,Mission loop,Pause mission,"`Pause mission` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",transactional mission and five-stage loop service,"For `Pause mission`: admitted mission state, versions, measures, stage history and tombstone.",authenticated owner; P0 local workflow,"For `Pause mission`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Pause mission`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","MISSION-011: exercise the valid `Pause mission` path and inspect its state; then run invalid stage skip, concurrent edit, downstream-stale and delete/reopen fixture. Required result: atomic valid transition or rollback to prior version with downstream approvals invalidated. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
MISSION-012,Mission loop,Branch mission,"`Branch mission` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",transactional mission and five-stage loop service,"For `Branch mission`: admitted mission state, versions, measures, stage history and tombstone.",authenticated owner; P0 local workflow,"For `Branch mission`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Branch mission`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","MISSION-012: exercise the valid `Branch mission` path and inspect its state; then run invalid stage skip, concurrent edit, downstream-stale and delete/reopen fixture. Required result: atomic valid transition or rollback to prior version with downstream approvals invalidated. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
MISSION-013,Mission loop,Reopen mission,"`Reopen mission` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",transactional mission and five-stage loop service,"For `Reopen mission`: admitted mission state, versions, measures, stage history and tombstone.",authenticated owner; P0 local workflow,"For `Reopen mission`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Reopen mission`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","MISSION-013: exercise the valid `Reopen mission` path and inspect its state; then run invalid stage skip, concurrent edit, downstream-stale and delete/reopen fixture. Required result: atomic valid transition or rollback to prior version with downstream approvals invalidated. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
MISSION-014,Mission loop,Stage-history preservation,"`Stage-history preservation` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",transactional mission and five-stage loop service,"For `Stage-history preservation`: admitted mission state, versions, measures, stage history and tombstone.",authenticated owner; P0 local workflow,"For `Stage-history preservation`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Stage-history preservation`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","MISSION-014: exercise the valid `Stage-history preservation` path and inspect its state; then run invalid stage skip, concurrent edit, downstream-stale and delete/reopen fixture. Required result: atomic valid transition or rollback to prior version with downstream approvals invalidated. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
MISSION-015,Mission loop,Downstream invalidation,"`Downstream invalidation` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",transactional mission and five-stage loop service,"For `Downstream invalidation`: admitted mission state, versions, measures, stage history and tombstone.",authenticated owner; P0 local workflow,"For `Downstream invalidation`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Downstream invalidation`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","MISSION-015: exercise the valid `Downstream invalidation` path and inspect its state; then run invalid stage skip, concurrent edit, downstream-stale and delete/reopen fixture. Required result: atomic valid transition or rollback to prior version with downstream approvals invalidated. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
MISSION-016,Mission loop,Outcome and burden measures,"`Outcome and burden measures` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",transactional mission and five-stage loop service,"For `Outcome and burden measures`: admitted mission state, versions, measures, stage history and tombstone.",authenticated owner; P0 local workflow,"For `Outcome and burden measures`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Outcome and burden measures`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","MISSION-016: exercise the valid `Outcome and burden measures` path and inspect its state; then run invalid stage skip, concurrent edit, downstream-stale and delete/reopen fixture. Required result: atomic valid transition or rollback to prior version with downstream approvals invalidated. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
ART-001,Artifacts,Create private draft,"`Create private draft` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",versioned local artifact service,"For `Create private draft`: admitted artifact versions, source map, hashes, review state and tombstone.",authenticated owner; export and external use remain human-controlled draft operations,"For `Create private draft`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Create private draft`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","ART-001: exercise the valid `Create private draft` path and inspect its state; then run changed-content approval replay, invented evidence, rights failure, MRREF completion and deletion/restart fixture. Required result: draft/version transition is atomic; unsafe promotion blocked and approval invalidated. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
ART-002,Artifacts,Version artifact,"`Version artifact` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",versioned local artifact service,"For `Version artifact`: admitted artifact versions, source map, hashes, review state and tombstone.",authenticated owner; export and external use remain human-controlled draft operations,"For `Version artifact`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Version artifact`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","ART-002: exercise the valid `Version artifact` path and inspect its state; then run changed-content approval replay, invented evidence, rights failure, MRREF completion and deletion/restart fixture. Required result: draft/version transition is atomic; unsafe promotion blocked and approval invalidated. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
ART-003,Artifacts,Compare versions,"`Compare versions` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",versioned local artifact service,"For `Compare versions`: admitted artifact versions, source map, hashes, review state and tombstone.",authenticated owner; export and external use remain human-controlled draft operations,"For `Compare versions`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Compare versions`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","ART-003: exercise the valid `Compare versions` path and inspect its state; then run changed-content approval replay, invented evidence, rights failure, MRREF completion and deletion/restart fixture. Required result: draft/version transition is atomic; unsafe promotion blocked and approval invalidated. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
