control_id,screen,control,intended_behavior,implementation_target,persisted_data,required_permission,offline_behavior,error_behavior,verification_test,status
"GOV-008","Actions","No external action","Provide no send submit schedule purchase apply share post or official-write endpoint.","route/tool policy","Rejection receipt","Authenticated owner","Fully enforced","No hidden endpoint","Forbidden route inventory tests","required_not_implemented"
"GOV-009","All screens","No surveillance","Prohibit hidden scoring ranking sentiment profiling prediction and reporting.","policy and analytics layer","No person scores","Authenticated owner","Fully enforced","Block feature/fixture","Surveillance absence tests","required_not_implemented"
"GOV-010","All workflows","Prompt injection defense","Untrusted files/pages cannot change policy tools permission or destination.","content quarantine","Redacted event","Authenticated owner","Fully available","Quarantine and block","Injection suite","required_not_implemented"
"GOV-011","Wellbeing","Help-seeking boundary","Pause productivity coaching and show local human/emergency routes without diagnosis.","help-route service","User-selected resource metadata","Authenticated owner","Fully available","No triage or diagnosis","Help-seeking tests","required_not_implemented"
"GOV-012","Audit","Governance receipts","Commit redacted append-only object-hash decisions for consequential transitions.","audit service","Receipt chain","Authenticated owner","Fully available","Fail transition if commit fails","Receipt integrity tests","required_not_implemented"
"DATA-001","Data","Readable export","Export selected permitted records with versions checksums and exclusions.","export service","Export receipt","Authenticated owner","Fully available","Exclude secrets/prohibited/other scope","Export round-trip scans","required_not_implemented"
"DATA-002","Data","Create backup","Produce consistent SQLite backup and manifest; optional encryption.","backup service","Backup receipt","Authenticated owner","Fully available","Leave prior backup intact","Backup interruption tests","required_not_implemented"
"DATA-003","Data","Restore preview","Validate archive checksums schema scope foreign keys and secrets temporarily.","restore service","Preview receipt","Authenticated owner","Fully available","Reject malformed/incompatible","Restore negative matrix","required_not_implemented"
"DATA-004","Data","Execute restore","Back up current data then atomically swap validated restore.","restore transaction","Restore/rollback receipt","Authenticated owner","Fully available","Roll back any failure","Atomic restore tests","required_not_implemented"
"DATA-005","Data","Update","Verify package back up migrate and validate before promotion.","update coordinator","Update/migration receipt","Local device owner","Fully available","Stop before damage","Update failure tests","required_not_implemented"
"DATA-006","Data","Rollback","Restore compatible app/data without reviving expired authority/consent/tokens.","rollback coordinator","Rollback receipt","Local device owner","Fully available","Block incompatible rollback","Rollback expiry tests","required_not_implemented"
"DATA-007","Data","Delete local data","Preview scope and verify local deletion paths.","deletion coordinator","Deletion report","Authenticated owner","Fully available","Report locked/external data","Deletion tests","required_not_implemented"
"DATA-008","Data","Uninstall","Separate application removal from optional user-data deletion.","uninstaller","Uninstall receipt","Local device owner","Fully available","Never delete data implicitly","Per-OS uninstall tests","required_not_implemented"
"DIAG-001","Diagnostics","Application and database","Report versions migrations integrity and storage path read-only.","diagnostic service","Redacted result","Authenticated owner","Fully available","Show recovery on failure","Database diagnostic tests","required_not_implemented"
"DIAG-002","Diagnostics","Hermes status","Report authenticated health capability time and redacted error.","AI diagnostic","Redacted result","Authenticated owner","Show Offline/Setup required","No credentials/raw responses","Hermes diagnostic tests","required_not_implemented"
"DIAG-003","Diagnostics","Model stream session cancel","Report actual discovered support and freshness.","AI diagnostic","Capability result","Authenticated owner","Show unavailable","Stale becomes Limited","Capability freshness tests","required_not_implemented"
"DIAG-004","Diagnostics","Memory tools retrieval","Report enabled/disabled support without record bodies.","capability diagnostic","Redacted result","Authenticated owner","Show disabled","No secret/destination/body","Capability redaction tests","required_not_implemented"
"DIAG-005","Diagnostics","Run diagnostics","Execute read-only local checks and optional provider probes.","diagnostic runner","Result and evidence links","Authenticated owner","Local checks available","Never mutate","Read-only diagnostic tests","required_not_implemented"
"DIAG-006","Diagnostics","Control completeness","Reconcile every enabled UI control route and API with this matrix.","release validator","Reconciliation report","Release reviewer","Fully available","Any unregistered control fails release","DOM API matrix reconciliation","required_not_implemented"
"GUIDE-001","Guide","Guide navigation","Explain setup pathway contexts Core Four missions safety powers agents memory and recovery.","Guide page","Reading progress optional","Authenticated owner","Fully available","Always available without AI","Guide section/link tests","required_not_implemented"
"GUIDE-002","Guide","Contextual help","Open concise help/tooltips without losing work.","help system","None","Authenticated owner","Fully available","Critical safety help remains visible","Help coverage tests","required_not_implemented"
"GUIDE-003","Guide","Restart walkthrough","Restart onboarding without deleting data or duplicating starters.","walkthrough service","Progress and seed version","Authenticated owner","Fully available","Explain policy renewal separately","Restart no-duplicate tests","required_not_implemented"
"GUIDE-004","Guide","Learner examples","Use accessible synthetic examples and state human authority clearly.","Guide content","None","Authenticated owner","Fully available","Never present as answer/approval/competence","Guide language tests","required_not_implemented"
"ACCESS-001","All screens","Keyboard navigation","Operate all controls with logical focus and no traps.","client accessibility","Preference only","Authenticated owner","Fully available","Unavailable reason announced","Automated/manual keyboard tests","required_not_implemented"
"ACCESS-002","Dynamic UI","Status announcements","Announce validation stream cancellation governance and errors.","ARIA status system","None","Authenticated owner","Fully available","Critical errors remain visible","Screen-reader announcement tests","required_not_implemented"
"ACCESS-003","All screens","Responsive reflow","Support mobile zoom text spacing and reflow without clipping.","responsive UI","Density preference","Authenticated owner","Fully available","No hidden controls","Viewport zoom tests","required_not_implemented"
"ACCESS-004","Preferences","Motion contrast density text","Honor accessible preferences without weakening meaning.","preference service","Display preferences","Authenticated owner","Fully available","Reset invalid preference safely","Preference tests","required_not_implemented"
"ACCESS-005","Artifacts","Accessible exports","Produce structured Markdown/HTML and optional accessible PDF.","export renderer","Artifact metadata","Authenticated owner","Markdown available","Fail honestly if renderer unavailable","Export accessibility tests","required_not_implemented"
